track_id,item_id,cluster_5f
0sXvjZV7p4uvyPN4uQo3FH,542,2
0sY6ZUTh4yoctD8VIXz339,543,2
0sci7ppTZFm4mjcH3nu8yO,544,1
0sdbFOyfgAhAhWq8DpzkaW,545,0
0siYMEsGrzzzlWLXK5zJfS,546,0
0skYUMpS0AcbpjcGsAbRGj,547,0
0t1kP63rueHleOhQkYSXFY,548,0
0t3ZvGKlmYmVsDzBJAXK8C,549,2
0t5cfOZxePTvuYXTywHzjH,550,2
0tBbt8CrmxbjRP0pueQkyU,551,1
0tDfp0vFR95Gg6Mrhza3lX,552,1
0tICYNayWWhH9GPeFrfjfD,553,0
0tKcYR2II1VCQWT79i5NrW,554,1
0tMSssfxAL2oV8Vri0mFHE,555,2
0tPQPaOKM32WgMSbPCYyRH,556,0
0tXPhc8LvM4dPvoRwI66XQ,557,2
0taOCiup4HNG9LmbduVlJj,558,1
0tdCy39PgWN8LFWu34ORn3,559,1
0tgVpDi06FyKpA1z0VMD4v,560,1
0tjZv2hChdHZCW1zFXpy1J,561,1
0todbbT9g5uQGbeFCiBf2F,562,2
0tp6mwUt99QnfY95T30Lqj,563,1
0u2P5u6lvoDfwTYjAADbn4,564,2
0u8rZGtXJrLtiSe34FPjGG,565,1
0uDdI4fAXCuNhQbmxENdsO,566,0
0uFForNKQPvgSCnxlZIhQy,567,1
0uHrMbMv3c78398pIANDqR,568,0
0uI7yAKUf52Cn7y3sYyjiX,569,0
0uRrG2jRR5tuifsYIJHEao,570,2
0uUNN1nSoUx1A4fkDCWDQ7,571,0
0udOCZp7yk0Ml92C0k8H8D,572,2
0ug5NqcwcFR2xrfTkc7k8e,573,1
0usLRFLmYXYahKNgXxsuJc,574,1
0utlOiJy2weVl9WTkcEWHy,575,1
0uxDHazXSSu9bSZ28LsnAN,576,0
0v2LUO8oTHnkjQ8MmKuXyk,577,2
0v4z1tuZvn6LGknom9Qx7d,578,0
0v9Wz8o0BT8DU38R4ddjeH,579,0
0vQcyuMEfRBd21ojZ62N2L,580,2
0vR2rIVORmgeKiGIgNT0fV,581,0
0vVMlbdYx2080Oa9FndPZr,582,2
0vjeOZ3Ft5jvAi9SBFJm1j,583,1
0vmANNClszGQZ0FISySK61,584,0
0vrmHPfoBadXVr2n0m1aqZ,585,1
0w1ZtnzQmtmuuoKxHT0pLL,586,2
0w3Mfe4PIVjuFjJbe3OlYv,587,2
0w5Bdu51Ka25Pf3hojsKHh,588,0
0wHFktze2PHC5jDt3B17DC,589,1
0wavGRldH0AWyu2zvTz8zb,590,2
0wbnC9AUenxp613TYaJsGK,591,1
0wdV94AXGRphrbkDWLNzVC,592,1
0wfbD5rAksdXUzRvMfM3x5,593,1
0wihfILRNOwE2156Shezc8,594,0
0wshkEEcJUQU33RSRBb5dv,595,1
0xBQvhJAm6f7J142ympKOn,596,0
0xG0SHshCStMEyNbNC5d4k,597,2
0xIVvRmjztR1AwuHrkhH41,598,1
0xPaZrF25ltzvz1a2Pm5DQ,599,2
0xUvi7wldroBzaZCengPa5,600,1
0xfMlIW8lS40qvpsUw1l0X,601,0
0xl1w2q4VLojeXp4JfazPL,602,0
0xxZY5C9xxij3D1HkzbnfC,603,0
0xzI1KAr0Yd9tv8jlIk3sn,604,0
0y1QJc3SJVPKJ1OvFmFqe6,605,2
0y60itmpH0aPKsFiGxmtnh,606,0
0y675KDleCZEudjoeL1sQQ,607,1
0y6kdSRCVQhSsHSpWvTUm7,608,1
0y7Ao3CVJsyKFmqdjutiIF,609,1
0y8Pu7x5jXgUjOIJvQIF5L,610,0
0y9uTzK9cNKSAEHnpeRG8C,611,0
0yL7K9MzC20uBesZTPY81r,612,1
0yLdNVWF3Srea0uzk55zFn,613,0
0yUaLqhsVsguBpoOPL4cO7,614,2
0yc6Gst2xkRu0eMLeRMGCX,615,1
0yt31hMKZMiyIEfiBiLD2N,616,0
0z8hI3OPS8ADPWtoCjjLl6,617,0
0zCfmceT1YvtZXGbR6Roht,618,0
0zCgWGmDF0aih5qexATyBn,619,1
0zLCBJZSiELJf02ucPP9wb,620,0
0zl3PdjIl320fK0pxBGWNR,621,1
0zo975x58DlXbZllWvfYhg,622,1
0zzVTGyRrWpQu8Fr28NRAv,623,1
0zzsyWc45eUcSjw4FNHxeN,624,1
1000nHvUdawXuUHgBod4Wv,625,1
104buTcnP2AsxqB7U1FIZ4,626,1
1058fW9H3fZA6QjYCdOBad,627,0
10IfXtjKQmOiON7tNAHv0y,628,2
10Igtw8bSDyyFs7KIsKngZ,629,0
10ImcQk9tihY1EKMDIbvXJ,630,2
10SRMwb9EuVS1K9rYsBfHQ,631,0
10hMM5nsZQf66ldBlgWBfG,632,1
10hcDov7xmcRviA8jLwEaI,633,1
10xV5l9nhLvFpR8mqzs0bL,634,0
116H0KvKr2Zl4RPuVBruDO,635,1
1175r6ZmkUjX8dRJLz9Ohk,636,2
11BKm0j4eYoCPPpCONAVwA,637,1
11EDhDAVDtGPoSar6ootYA,638,1
11EnQRgRMJwMAesfkB5pnu,639,0
11Ey4yJVeWEsA73KjACkVY,640,0
11GGSyTB8cS9TgONHBOhEX,641,0
11KJSRSgaDxqydKYiD2Jew,642,1
11OwAR3GlBj9E35Cznf7Lj,643,1
11P4sSu6BH2lAbWk1sL6cK,644,0
11VApNQCWLJdzxWrlmwzUa,645,0
11ZulcYY4lowvcQm4oe3VJ,646,0
11cDEev79fPKi6uJCjUhu8,647,1
11iIikXxC6NP0Ma8vMD27x,648,1
11kDth1aKUEUMq9r1pqyds,649,1
11o2y87vqODipLK98a1v34,650,0
11pEKMLmavDu8fxOB5QjbQ,651,0
11xC6P3iKYpFThT6Ce1KdG,652,1
127QTOFJsJQp5LbJbu3A1y,653,0
12M5uqx0ZuwkpLp5rJim1a,654,2
12REd1n8PeiHHWOh066tpr,655,2
12SJpYZEdj4kzWZ8FPFg4Y,656,1
12YCtLHGk6tP6RbHDHflCs,657,0
12cZWGf5ZgLcKubEW9mx5q,658,1
12hD59WtTU92K1VcCXqLlw,659,0
12ip0ceCeszDTDFxDY1AXJ,660,0
12mGwph2YzDIlChtq3EdXP,661,1
12nBPF4Rh4XLFJV0YLN7uj,662,1
12o6dxWGk29uIAP3OWY0pM,663,1
132ALUzVLmqYB4UsBj5qD6,664,0
135Lf4Q0CzlMNfOxbEUsLH,665,2
137mSruegm1u6x9NvwiagR,666,2
13CVSGLSFl4UxpDVR6u3dq,667,2
13EW51DKru044OJDJ9Bm8o,668,1
13HVjjWUZFaWilh2QUJKsP,669,2
13Irp51zj01BZu2XtDrnAg,670,0
13ZyrkCDmRz5xY3seuAWYk,671,0
13e6f8t7RKXuxZ0JdaaJRG,672,2
13hvHEstJ4sNbzdroPrPI3,673,0
13jRSCLoWbCoU1XEdJRbgn,674,2
13vDU8nPsvTGEVTMB8Vw7g,675,0
13wNEvWmBsWaWVtiLPRIW5,676,1
142PiXzA84lmEw2RstFHFa,677,1
149BxWeweaCqmsyedkNiiE,678,1
14Bcv6siTBPw3TlP84dasC,679,1
14JzyD6FlBD5z0wV5P07YI,680,2
14LdhxElpZS0rKVV4nxtdA,681,1
14WWzenpaEgQZlqPq2nk4v,682,0
14boA065HMHWvqyPPEeN4y,683,0
14gkWVFMwdxBMyqBw1wmIg,684,1
14kYOiFVPb7E7NfFbqhdln,685,1
14kyXBpg91RVq8bNRDS1q2,686,2
14mHfNsSHN0FbLftyjrV9g,687,0
14msK75pk3pA33pzPVNtBF,688,2
14rWuS6yllHOdfZ8sZsZUj,689,0
14sOS5L36385FJ3OL8hew4,690,1
14wf185UxfNbSy8dwt4r4q,691,1
152lZdxL1OR0ZMW6KquMif,692,1
1597vvneWf0zoQrg2D8yH6,693,0
15JINEqzVMv3SvJTAXAKED,694,0
15coTBAzEN1bOeipoNDZAR,695,0
15dnkAHcHC0vrIUlbiPiqU,696,1
15k1TDabqSEmyXOwMq9RM7,697,0
15kQGEy89K8deJcZVFEn0N,698,1
15xWRPHQMeqgdkGzInx3PY,699,2
161DnLWsx1i3u1JT05lzqU,700,2
167NczpNbRF7oWakJaY3Hh,701,0
16dUQ4quIHDe4ZZ0wF1EMN,702,0
16wAOAZ2OkqoIDN7TpChjR,703,1
16x6tqeSkIjoLEf7SJLlYy,704,2
16x9bQHw8TBNaGDyULvwad,705,2
1797zYiX4cKosMH836X9Gt,706,0
17CWWoszMuoGecCJzmOubE,707,0
17Fd6Yb7mSbinKG8LoWfFl,708,0
17IBDpAl3J39swaoPlfGpp,709,1
17JYzDCW1UTndfURuTydF2,710,0
17UfXrL7Run3GyZJW4uRjC,711,0
17Yq72h0p15OhCbZ5lJ5gd,712,0
17cia5k4BpGVlyEfqrFH50,713,2
17phhZDn6oGtzMe56NuWvj,714,1
186NCtNk1tUYS7c2DxgJ7O,715,2
18HOjcvTVV7W8YzBuOsAPS,716,2
18W92Zm1KjLCbUIszOhpkD,717,0
18XlJEroUwFo0tLZxscgXE,718,0
18asYwWugKjjsihZ0YvRxO,719,1
18ssFhD04lWo1RzpcohnrG,720,2
18uSfZqFBxQFi8CsXOIbhy,721,1
18uwL0vNUanqZH0ro2QcOP,722,2
18vXApRmJSgQ6wG2ll9AOg,723,2
193Dm5SqYy3hTSbuzxbwKc,724,2
19CSr8rwW05VJL2F91KFNK,725,2
19Ec2gbNtQTE44IizcPjtD,726,0
19Fg3WrTfo35Ji3PtfZE6J,727,2
19WjVVgXjdKXfLXoaDPwTM,728,1
19a3JfW8BQwqHWUMbcqSx8,729,1
19hh7DkfRBrpRGYfKlw7jb,730,0
1A85fOmviQuGgkF6Lww6Nd,731,1
1ABS9lKaZ1uXkXCqr9zFO7,732,2
1AI7UPw3fgwAFkvAlZWhE0,733,0
1AT4xjNarTswd0UZ5FlmKF,734,0
1AZjCZSGEjlxUufFQwSszF,735,1
1AhDOtG9vPSOmsWgNW0BEY,736,1
1Al4Z4K76RCKj31mExavs7,737,1
1Ame8XTX6QHY0l0ahqUhgv,738,1
1AnkdcHl86kEhDvhaKDuIe,739,2
1AqemxWsT0iGg5Lvkm16Bt,740,2
1ArLnG0bHaHPXqf08sEKM0,741,2
1Av69kr9JitqPWo7WJLS5q,742,2
1B4gJRq61xTs6r1O0Uq2iY,743,0
1BCBBO8VUEFOb6RBct4XDp,744,1
1BKT2I9x4RGKaKqW4up34s,745,0
1BSMpVGWs3v5BZKnAQziAc,746,0
1BYZxKSf0aTxp8ZFoeyM3d,747,1
1Bf8wk84B42gGewriwJlT9,748,0
1BkY0N8ChFk2mdLbAUu8ZK,749,0
1Bqxj0aH5KewYHKUg1IdrF,750,1
1BuZAIO8WZpavWVbbq3Lci,751,0
1BxfuPKGuaTgP7aM0Bbdwr,752,0
1BxkZE73h9BN3qwuA15TA3,753,1
1Bxzw8ag71snOU9IbhXVD6,754,1
1CKd1PnqfYx0H12V9MSaIY,755,0
1CUVN2kn7mW5FjkqXTR2W1,756,0
1CnPYaKxTVb4LWOtiGOm0m,757,1
1Crj1zkRMpsEjb9NOR6Zof,758,0
1CsuHmKOfCYxPoO4xjlAWV,759,1
1Cv1YLb4q0RzL6pybtaMLo,760,0
1D2L6MefbXon28PzIk9I3r,761,0
1D3ODoXHBLpdxolZRHWV1j,762,0
1D3z6HTiQsNmZxjl7F7eoG,763,1
1DAibqbopEYULPEtE8WHTE,764,1
1DFD5Fotzgn6yYXkYsKiGs,765,0
1DIXPcTDzTj8ZMHt3PDt8p,766,1
1DMEzmAoQIikcL52psptQL,767,2
1DRJZUVcs6i6TkdNUXAi6m,768,2
1DRW9bQzt2SE8f7H4KJZyL,769,1
1DUSuNhF8P5vUGNPpQiZa5,770,2
1DWZUa5Mzf2BwzpHtgbHPY,771,2
1DadkoAI2gicYJfindPY20,772,0
1DdgqEZk4Hqfpl3drdXJun,773,1
1DhRbox3xkceP64k3JeYfW,774,0
1DmW5Ep6ywYwxc2HMT5BG6,775,1
1Dp7JGFNjvg8Nk0CtMCcnr,776,1
1E1uGhNdBe6Dddbgs2KqtZ,777,1
1E5Xu8dur0fAjSP1VpVhAZ,778,2
1EHUQesfVKwbthtNcpBi9g,779,1
1EJIcDYXwSqipW5dFe4uJz,780,1
1ELsaYdj2NlxLvkx9g24xZ,781,0
1EQFOouqdKYdpbNoOHRVO2,782,1
1EaKU4dMbesXXd3BrLCtYG,783,0
1Eck97uRMlprKOOJN9oO1E,784,0
1Ej96GIBCTvgH7tNX1r3qr,785,0
1F2HXIJrE2Xn81OzT2zZvW,786,0
1FBi1YWCAxlRmfuUbMINqO,787,2
1FEiijYPJtyswChfcpv3p0,788,1
1FUViuNSldssMIawrOXF2i,789,1
1Fid2jjqsHViMX6xNH70hE,790,1
1FlL8ycld6uVDDyhV7P5FA,791,2
1Ft13La2daEGqz5yWJC7lx,792,0
1G1R0XgChe18Zr1o6tlmN6,793,2
1G2CAJeP7rCwOZjlSJ0Zw3,794,0
1GN6qqehnqUfUHH1gfK81v,795,1
1GO9vCm5Cra5uWGSWQ5mGK,796,1
1GeNui6m825V8jP4uKiIaH,797,0
1GfBLbAhZUWdseuDqhocmn,798,1
1GpWY5RiInhezB8wGWs6oN,799,2
1H7KnK26kc1YyellpbINEn,800,1
1HCdems7PQZRj42QDWLA0A,801,0
1HII0EIufOG0nGpWCQixbO,802,2
1HLL8X0LH20F6Z9SLXLIjr,803,2
1HLaJowFbNM3MPyqnk5vjW,804,0
1HNywa8Bk0TmzRwQrzhtPo,805,2
1HTtUBEY3tuw2btgwwI2Ja,806,1
1HbA4N1MiOsPthALesGFR1,807,1
1Hd2XLitkt1PYCWSbfF5qV,808,0
1HfMVBKM75vxSfsQ5VefZ5,809,2
1HhNoOuqm1a5MXYEgAFl8o,810,0
1Hohk6AufHZOrrhMXZppax,811,1
1HpzOCZbNWzxvvXfSGtSrX,812,1
1I3ZAmPmbFV78oNKnibOiW,813,1
1I55Ea0zVoSKs6MqW7DQ3i,814,1
1IF5UcqRO42D12vYwceOY6,815,2
1IHWl5LamUGEuP4ozKQSXZ,816,1
1IIKrJVP1C9N7iPtG6eOsK,817,0
1IWNylpZ477gIVUDpJL66u,818,0
1IcR6RlgvDczfvoWJSSY2A,819,2
1Ijpng3ZLhTRcEd8iqh4p4,820,1
1InCpEliLCkWHOBdXW7XSx,821,1
1Iq8oo9XkmmvCQiGOfORiz,822,1
1IthE5GNiRzFN5CVaCa445,823,0
1J14CdDAvBTE1AJYUOwl6C,824,2
1JIgaRnqtzS7DuGM3hVZU9,825,0
1JSTJqkT5qHq8MDJnJbRE1,826,0
1JgknGBbrfmEHeOZH051SS,827,1
1JkrD47SDpAbyvqKtolcea,828,0
1Jo0Zg7XlrA6z0mFTZVdkn,829,0
1Jrj3k5L36dPkU6KAclU7g,830,1
1K39ty6o1sHwwlZwO6a7wK,831,1
1K5KBOgreBi5fkEHvg5ap3,832,0
1KFN3kB4hc6r7ILpifFsqf,833,1
1KSqYYJFyfTecXFk9M0prc,834,0
1KT0xdIjm7t053xByACrrg,835,1
1KVczjazCcCCgM3gXXUl47,836,1
1KXFoiT2n4QXRsFvhWNI4I,837,2
1KdwnsWOvhM53vezy5ROuf,838,0
1KeZgPUr54C8iz3FjqzVoz,839,1
1KixkQVDUHggZMU9dUobgm,840,1
1Knctxx9vGZxpZfF66BIEa,841,1
1L3NV7VrCiuE8C5QlhdeQL,842,0
1LCm0lFnEsxR2oPqyHLGX9,843,0
1LIqNVhaIgxXUt2eVoIQJ3,844,0
1LLXZFeAHK9R4xUramtUKw,845,0
1LiN0Z98FkR1t0m8KmLcAH,846,0
1LmkdWSxjCV7wKTPsCvYWN,847,2
1Lo0QY9cvc8sUB2vnIOxDT,848,0
1M4OcYkxAtu3ErzSgDEfoi,849,0
1M4qEo4HE3PRaCOM7EXNJq,850,0
1M5OUvKG03C0QtzvxRS4Zk,851,0
1MJErNPIQUoEMu4YUUmecm,852,1
1MJHXJ8bdoynpEtCLCbkWf,853,2
1MgV7FIyNxIG7WzMRJV5HC,854,2
1MpCaOeUWhox2Fgigbe1cL,855,1
1N1ZpYUJc9fwrqk53FGgWv,856,0
1N7YeVU0ZwAFbOhwM61ef6,857,1
1N8TTK1Uoy7UvQNUazfUt5,858,0
1NDxZ7cFAo481dtYWdrUnR,859,0
1NF9EkR5OpMaoVWbsllcm9,860,0
1NghHeg0wE32eBYrQBVQXL,861,1
1NhjYYcYTRywc0di98xHxf,862,1
1Nj2oBISdFDSF8eDuXcALz,863,1
1NlK2NtpuUazpziLhnJwEV,864,2
1NvpO1o8SpkdH3txtJQQc7,865,1
1O2pcBJGej0pmH2Y9XZMs6,866,0
1OAh8uOEOvTDqkKFsKksCi,867,0
1OAiWI2oPmglaOiv9fdioU,868,1
1ODZGydlown4VesUP8HLJX,869,0
1OUPXna2MCgAt3VNmXJBtg,870,0
1OZ4uv7OAP24Ix6j3vojLt,871,0
1OilOIju6R9ia8vilNjChh,872,1
1Ol5LmdNDNpFu1oNwfgkux,873,0
1OuN92HcVG6NVpWbeESNB3,874,1
1P17dC1amhFzptugyAO7Il,875,0
1PAvhqefivTNdxZ4u8RT1d,876,0
1PDP7mLiAMwhfmgIwzhOm2,877,2
1PH2MDbcBAU094DlgTIND1,878,0
1PIgY9ybyFT9uWLM5POYGY,879,2
1PNs0uGru3TcrA94kpyGnc,880,2
1PSBzsahR2AKwLJgx8ehBj,881,1
1PZDyestTVydtHpaIcfUJg,882,2
1PckUlxKqWQs3RlWXVBLw3,883,0
1PfUKiMDKIlPEF9FfdJawc,884,2
1QCqedB1ibmRO9x7Ikb5LI,885,2
1QL7nSDZCwZMnbisV4KOXt,886,1
1QLZKzC2pjP4ySf4ALrNhm,887,2
1Qg9jWGDkKAGZXj5v2OG59,888,1
1QgTBfRN5m81a5K01qens6,889,1
1Qi2wh8fFgDV7tl4Sj3f2K,890,2
1QoG0Yqz1onMsdbOibZVke,891,1
1Qrg8KqiBpW07V7PNxwwwL,892,1
1R0a2iXumgCiFb7HEZ7gUE,893,1
1R6VwZ8TuHRzxZUxe88n4I,894,1
1RDvyOk4WtPCtoqciJwVn8,895,1
1RSzyxqtIO4yX3EyiV4zT5,896,0
1RsD951uUUlJx0MRioZfev,897,1
1Rweq7vNjK4kZBbGrmxQsl,898,1
1SC5rEoYDGUK4NfG82494W,899,0
1SJtlNRJDeYHioymcvsqev,900,2
1SOClUWhOi8vHZYMz3GluK,901,1
1SSzM044DUbVpYNNHWIhYJ,902,1
1SV1fxF65n9NhRHp3KlBuu,903,0
1Slwb6dOYkBlWal1PGtnNg,904,2
1SmiQ65iSAbPto6gPFlBYm,905,2
1Spmq0UazGU6ovMIlGldZX,906,0
1SymEzIT3H8UZfibCs3TYi,907,1
1T8IRUJBga0JXioJZvxjBR,908,1
1TEL6MlSSVLSdhOSddidlJ,909,2
1TZv3bujNaYz646eezRE91,910,1
1TaQciB8qqRZ9fxWGhS65X,911,1
1ThmUihH9dF8EV08ku5AXN,912,0
1ToprX3cpBiXoAe5eNSk74,913,1
1Tt4sE4pXi57mTD1GCzsqm,914,1
1UMm1Qs3u59Wvk53zBUE8r,915,0
1USJRpWDFhxwhCajPXBeel,916,1
1UZOjK1BwmwWU14Erba9CZ,917,1
1Ukxccao1BlWrPhYkcXbwZ,918,2
1UsQe17Ef7tV1ahFqHEFR3,919,1
1UwUhKmFxGKs59xiWO60Sx,920,2
1V0qqWBbIWt8hlAjxTZedR,921,0
1V8XneTrX6kKeoxYbk4x6h,922,1
1VGzxJnVQND7Cg5H5wGj14,923,2
1VJwtWR6z7SpZRwipI12be,924,2
1VLtjHwRWOVJiE5Py7JxoQ,925,1
1VNWdmXSbaNrnWod10WIL0,926,1
1VSuFS7PahCN3SWbOcQ98m,927,0
1VdZ0vKfR5jneCmWIUAMxK,928,2
1Vej0qeQ3ioKwpI6FUbRv1,929,0
1VuAamHM7P3VQQEXYGG3Uu,930,2
1VvoSJiPG9dFsDQjTkACvG,931,0
1Vy9Wn5sbiduZKBqBlH3Mc,932,1
1W6wxOOYyJyyok8fqYSZ3m,933,1
1WCEAGGRD066z2Q89ObXTq,934,1
1WIZiOuNO3woKfdlSK2gNn,935,1
1WP1r7fuvRqZRnUaTi2I1Q,936,0
1WSGTYKLEpKfNQYYW5Oymt,937,2
1Wf14bTyb6UeKojy8ykPYm,938,2
1WnqWQcWcuQbVzgE7ecfCY,939,0
1Wolb8MRcXR2IMMaELTRpE,940,0
1WqLtczgKdbHFHhefOU0y7,941,1
1WvrDdouh6C51In1SdATbq,942,0
1Wwh6gmMeolwzbRzfZMY5b,943,1
1XBc4r6ltXjkFJBrsttwIF,944,2
1XGmzt0PVuFgQYYnV2It7A,945,0
1XJ93XskwJf7PCyIVLbNBt,946,2
1XjHRolIXL2M1EEOUsGGR4,947,2
1XnpzbOGptRwfJhZgLbmSr,948,1
1Y3LN4zO1Edc2EluIoSPJN,949,2
1Y5Jvi3eLi4Chwqch9GMem,950,1
1YNQscOx6OqBQjxgJVhEeW,951,1
1YZfcVLbbJwfizR5cDOp3q,952,1
1Yk0cQdMLx5RzzFTYwmuld,953,2
1YmF9PvLhIISIANoMLIYGq,954,1
1YscJ7yVTlFxW3eF6pv5ba,955,0
1ZDmxwg7Lywlx68b7SsJjj,956,0
1ZEm9cJC05rawV2tptNfTS,957,1
1ZMGp9MTXbtAPvcKa0U3zS,958,2
1ZMiCix7XSAbfAJlEZWMCp,959,2
1ZPWWSwCkxKfqdp4H0RFCo,960,1
1ZPpGPko8oULTmi34rozMh,961,0
1ZY1PqizIl78geGM4xWlEA,962,1
1ZdhOMWyFR8Iv9eylMGYg2,963,1
1ZemPoaj7LBj1RAQrb89EC,964,1
1Znlc3UZAbSodFaMBjdpsX,965,2
1a5Yu5L18qNxVhXx38njON,966,2
1a73gcEg6h6Re6hHXoVltJ,967,1
1aF9TeHZbe6OVo9dtjPuzK,968,1
1aKuG1GG76xPLUkjBbQo3W,969,1
1aLNpg2kKvUncflV8xE5AA,970,1
1aOl53hkZGHkl2Snhr7opL,971,1
1aU1wpYBSpP0M6IiihY5Ue,972,0
1aUq8rjW1EwkAkMri4VfJy,973,0
1abwytAhbWeHrbsA9eODOy,974,0
1ahCrpeTt94LL7y1aXw0Y8,975,0
1b6tPXXCV2fSNtR3SKWUQA,976,0
1bDbXMyjaUIooNwFE9wn0N,977,1
1bRO28yzxgO3y3UmNR29TZ,978,1
1bhUWB0zJMIKr9yVPrkEuI,979,2
1bjeWoagtHmUKputLVyDxQ,980,2
1bjhYUwKUHEg5fHknxFObO,981,0
1c39AwcrkN9srI7Az5662I,982,2
1c4htMHiolERc0YJvZNdlc,983,0
1cA4wEmLkKlttS6N89LbJh,984,1
1cG0umU5TKStygKsPFZ9pY,985,0
1cImYkHOQMFE7AZC9aOk4y,986,2
1cKHdTo9u0ZymJdPGSh6nq,987,1
1cS0TgbR263ey9jn0MwD2s,988,0
1ckLp8lCl8LipXI0ypX72m,989,2
1crSsvtU9wZB15dIQXV2QH,990,2
1d7q712nXjG98HiwHk7HFS,991,1
1dIWPXMX4kRHj6Dt2DStUQ,992,0
1dLXLETYiZohIZWnse4ypG,993,2
1dPNJDYuW9QAtkOpK3eBvO,994,2
1dUHF4RyMmMTveJ0Rby6Xm,995,1
1daDRI9ahBonbWD8YcxOIB,996,1
1diS6nkxMQc3wwC4G1j0bh,997,0
1dm6z1fWB0cErMszU25dy2,998,0
1dp8aQANyTRKssDeAYPiZe,999,0
1dw7qShk971xMD6r6mA4VN,1000,0
1e1JKLEDKP7hEQzJfNAgPl,1001,1
1e4rwBPVI32vZtTJu7mJ4J,1002,1
1e9oZCCiX42nJl0AcqriVo,1003,0
1eIXYZWEfJO3Na2LCCnIJE,1004,2
1eMNW1HQjF1dbb4GtnmpaX,1005,1
1eaqMiiUn2P7MnqJK4XeK0,1006,2
1ei3hzQmrgealgRKFxIcWn,1007,2
1ere9b9vDw2N3m9d4uiXxa,1008,2
1eyek0KJEh2v5HQ9uQSybb,1009,1
1f38Gx6xQz6r4H1jGVNBJo,1010,1
1f5PNhkNgUpvDEeZfcIlO1,1011,1
1f5cbQtDrykjarZVrShaDI,1012,0
1fLhGF1JfGQYj6EZLndD86,1013,1
1fewSx2d5KIZ04wsooEBOz,1014,0
1fipvP2zmef6vN2IwXfJhY,1015,1
1foCxQtxBweJtZmdxhEHVO,1016,2
1fvC3CmNAbsx0V9ULMU8NB,1017,1
1fvCggAYrW0VtCljtqv4h2,1018,1
1fxYz1s15pyZLsJT0Hdh1m,1019,2
1fzAuUVbzlhZ1lJAx9PtY6,1020,2
1fzf9Aad4y1RWrmwosAK5y,1021,0
1gH1h30wkQdd9zhY3j7a8T,1022,0
1gOyBTO1fDLDTH8Ap12Wyp,1023,1
1ga4PztXOIw1yBbdUt2X8v,1024,1
1ggYjU6zdFHgANcku82boU,1025,2
1gnwGVoG7V08vMX3hyr90x,1026,0
1hJIbOjWpid6LtnozHmzRS,1027,1
1hR8BSuEqPCCZfv93zzzz9,1028,0
1hSOt9IeshMkuKP9ri4hOf,1029,1
1hZsWUnLbqRw09jLAMQSsb,1030,0
1haJsMtoBhHfvuM7XWuT3W,1031,0
1hg3RlqFZXJb5YgRoK9qmF,1032,1
1hjRhYpWyqDpPahmSlUTlc,1033,1
1i9lZvlaDdWDPyXEE95aiq,1034,2
1iLbUmb2b2btyAAcQ68a1p,1035,0
1iQDltZqI7BXnHrFy4Qo1k,1036,2
1iSZPndzmY6NvL1jAtIvY1,1037,0
1iSqfoUFnQwV0QW1EfUit8,1038,1
1iWHabUgUuuKLBa0TzTHfk,1039,1
1icgLGTpX2fQXKRe4D7w2b,1040,1
1j4kHkkpqZRBwE0A4CN4Yv,1041,1
1j6xOGusnyXq3l6IryKF3G,1042,0
1jDbQz6tr52WgScCTXMnaN,1043,1
1jHgfC8T5KxUyC5Ldw6lk9,1044,0
1jIMjbzcGCcCQn5iMu9CUc,1045,2
1jQsKN68yE94tMYml0wHMd,1046,1
1jaTQ3nqY3oAAYyCTbIvnM,1047,0
1jg9clsGCDqOumfS0X5xm9,1048,1
1jo3TwNGCXfNdB5uba3ZVv,1049,0
1k1Bqnv2R0uJXQN4u6LKYt,1050,2
1kBMIYqe0ILRUJZ7K2PV0k,1051,1
1kBbgxAUc4HQv7cgIayIDH,1052,1
1kKYjjfNYxE0YYgLa7vgVY,1053,1
1kMUGCt7XLDc5Q64Vl0H8S,1054,0
1kjs5eR4DMzyB0gm1Z8waV,1055,0
1klq7dgG1Pz0ijci5Pmae1,1056,0
1kqH58eGh2ZTOHwqBIB2tM,1057,0
1kuGVB7EU95pJObxwvfwKS,1058,1
1kwnxJNVl7cwcU98RvMBaR,1059,2
1l9G7M8gNyQsgOGWZGoQsT,1060,2
1lCRw5FEZ1gPDNPzy1K4zW,1061,2
1lItf5ZXJc1by9SbPeljFd,1062,0
1lO9CZo6eDrOy0S7khgryG,1063,1
1lWWoec2z1j88GRblI5anV,1064,0
1lXQskY1Op1KzFG4GVcVpe,1065,0
1lntL1cI2UIWlxjL5QiN8g,1066,2
1louJpMmzEicAn7lzDalPW,1067,0
1lsBTdE6MGsKeZCD6llNu7,1068,0
1m0UFnuTktOkksvjbF9z0m,1069,0
1m69ELEgE6k5ZWsap40ozt,1070,0
1m6lqaLvUTxPjOo98fJH8U,1071,1
1mCsF9Tw4AkIZOjvZbZZdT,1072,0
1mFpMoeZfkIqtqW2AfQ8ba,1073,1
1mH6tZC6iXIHPI6EixCwxw,1074,1
1mSdbey7RstGLY2udgXv74,1075,0
1mT47pKLXUwPYGwB91GcNz,1076,0
1mWdTewIgB3gtBM3TOSFhB,1077,0
1mea3bSkSGXuIRvnydlB5b,1078,1
1mmAqhLcvPrknbslMiDlyU,1079,0
1msEuwSBneBKpVCZQcFTsU,1080,0
1mw0RgNXIpYRyyCdBQbLgA,1081,2
