track_id,track_name,artist_names,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,cover_url,cover_url_md,album_name,release_date,spotify_url,preview_url,item_id
6qmvAJSUfVGMubvI2awW7p,uh oh,tate mcrae,0.5688622754491018,0.6019437551695617,0.334959694526941,0.2585456909950233,2.161594963273872e-05,0.1141752846547582,0.3578947368421052,0.7520008892841262,0.770083253224022,https://i.scdn.co/image/ab67616d0000b27383c2610c49bab4b889fa5c64,https://i.scdn.co/image/ab67616d00001e0283c2610c49bab4b889fa5c64,uh oh,2022-09-30,https://open.spotify.com/track/6qmvAJSUfVGMubvI2awW7p,,4907
6qouBO0wJtYc3k7DfKRUBx,manifesto feat domo genesis,tyler the creator domo genesis,0.3640718562874252,0.8728287841191067,0.3901145523971149,0.1217237289533994,0.0070304302203567,0.1538702601065497,0.511578947368421,0.8094430858159182,0.2765736189457009,https://i.scdn.co/image/ab67616d0000b273940aa635eea98719f6ca4ad9,https://i.scdn.co/image/ab67616d00001e02940aa635eea98719f6ca4ad9,CALL ME IF YOU GET LOST,2021-06-25,https://open.spotify.com/track/6qouBO0wJtYc3k7DfKRUBx,,4908
6qraVL4IJaIj0IuEexYJNa,explcito,myke towers,0.8119760479041916,0.8356079404466501,0.0252439541790411,0.3500956803022864,1.67890870933893e-05,0.0434555520735401,0.4105263157894736,0.8643841707425521,0.2919546067388557,https://i.scdn.co/image/ab67616d0000b273cb2c4e2ce8467475b8a7e54b,https://i.scdn.co/image/ab67616d00001e02cb2c4e2ce8467475b8a7e54b,Para Mi Ex,2020-12-15,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa,,4909
6qyS9qBy0mEk3qYaH8mPss,murder in my mind,kordhell,0.6730538922155689,0.9824234904880068,0.0941875265167586,0.0054954842867169,7.408184679958027e-05,0.1131306800376057,0.5642105263157894,0.9437805691418408,0.4428563655161155,https://i.scdn.co/image/ab67616d0000b2731440ffaa43c53d65719e0150,https://i.scdn.co/image/ab67616d00001e021440ffaa43c53d65719e0150,Murder In My Mind,2022-01-21,https://open.spotify.com/track/6qyS9qBy0mEk3qYaH8mPss,,4910
6r46lnXFbE9fr2d3KNaGbe,imitadora,romeo santos,0.702994011976048,0.7105045492142267,0.0231226134917267,0.3350050227241661,0.0,0.2813120233991434,0.5515789473684211,0.7666184971098265,0.4793197056814128,https://i.scdn.co/image/ab67616d0000b273a676aa01533e6cf5c40b99b6,https://i.scdn.co/image/ab67616d00001e02a676aa01533e6cf5c40b99b6,Golden,2017-07-21,https://open.spotify.com/track/6r46lnXFbE9fr2d3KNaGbe,,4911
6r7ULK6c5CLVvImjTIztl1,floor 555,xxxtentacion,0.6526946107784432,0.686724565756824,0.0260924904539669,0.0004189870774373,0.0024134312696747,0.3607019743027264,0.3389473684210525,0.731658514895509,0.3536962133991136,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,https://i.scdn.co/image/ab67616d00001e02806c160566580d6335d1f16c,?,2018-03-16,https://open.spotify.com/track/6r7ULK6c5CLVvImjTIztl1,,4912
6rAGFgcGtlIdYxlhDizXNo,smash  feat pnb rock,xxxtentacion pnb rock,0.8011976047904192,0.5078577336641853,0.434662706830717,0.1539171317867227,0.0,0.1235767262091298,0.6052631578947368,0.7078145842596709,0.5641751159317772,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,https://i.scdn.co/image/ab67616d00001e02806c160566580d6335d1f16c,?,2018-03-16,https://open.spotify.com/track/6rAGFgcGtlIdYxlhDizXNo,,4913
6rDaCGqcQB1urhpCrrD599,album of the year  freestyle,j cole,0.6646706586826348,0.8211331679073615,0.3148069579974544,0.0809789534924746,0.0,0.4766530868066437,0.9442105263157896,0.7622554468652734,0.2871420020677271,https://i.scdn.co/image/ab67616d0000b273baefbd5492e514b2b30e0d9a,https://i.scdn.co/image/ab67616d00001e02baefbd5492e514b2b30e0d9a,Album of the Year (Freestyle),2018-08-07,https://open.spotify.com/track/6rDaCGqcQB1urhpCrrD599,,4914
6rQSrBHf7HlZjtcMZ4S4bO,safari,j balvin pharrell williams bia sky rompiendo,0.42874251497006,0.6877584780810588,0.3211709800593975,0.554322579526181,3.578174186778594e-06,0.1110414708033009,0.5505263157894738,0.8368719430858159,0.8060870984709703,https://i.scdn.co/image/ab67616d0000b273338ffc4c72a192f06070546b,https://i.scdn.co/image/ab67616d00001e02338ffc4c72a192f06070546b,Energía,2016-06-24,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,,4915
6rTInqW3YECMkQsBEHw4sd,solid feat drake,young stoner life young thug gunna drake,0.8826347305389223,0.4789081885856078,0.1875265167585914,0.0394293429607167,0.0,0.126710540060587,0.311578947368421,0.6980046687416629,0.4792592458237353,https://i.scdn.co/image/ab67616d0000b273f60bfdd72c27eee42bf73d54,https://i.scdn.co/image/ab67616d00001e02f60bfdd72c27eee42bf73d54,Slime Language 2,2021-04-16,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd,,4916
6rdkCkjk6D12xRpdMXy0I2,new jeans,newjeans,0.7868263473053894,0.7229114971050455,0.0292745014849384,0.5130747821459855,0.0022665267576075,0.0995508200146244,0.5263157894736843,0.7854602045353489,0.5277903735814606,https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af,https://i.scdn.co/image/ab67616d00001e023d98a0ae7c78a3a9babaf8af,NewJeans 'Super Shy',2023-07-07,https://open.spotify.com/track/6rdkCkjk6D12xRpdMXy0I2,,4917
6rjuKpPydT2SxN15TZpV7r,500lbs,lil tecca,0.6850299401197606,0.7890818858560794,0.0563215952481968,0.0947617540804911,0.0,0.1037292384832341,0.5231578947368422,0.8065807025344597,0.4611152425347191,https://i.scdn.co/image/ab67616d0000b273c4e6adea69105e6b6e214b96,https://i.scdn.co/image/ab67616d00001e02c4e6adea69105e6b6e214b96,TEC,2023-09-22,https://open.spotify.com/track/6rjuKpPydT2SxN15TZpV7r,,4918
6s2wpWPFPAgKg2LXxi1Oee,santa claus is comin to town  live at cw post college greenvale ny  december 1975,bruce springsteen,0.2479041916167665,0.6681141439205956,0.0261985574883326,0.3641802940418653,1.4375655823714588e-06,0.7388488457118981,0.394736842105263,0.7234048465984881,0.5638970005864605,https://i.scdn.co/image/ab67616d0000b2736a68798b2ac41fde44823eb5,https://i.scdn.co/image/ab67616d00001e026a68798b2ac41fde44823eb5,"Santa Claus Is Comin' to Town (Live at C.W. Post College, Greenvale, NY - December 1975)",1981,https://open.spotify.com/track/6s2wpWPFPAgKg2LXxi1Oee,,4919
6sI8Q7TTJeA9exw6hxEqq3,blueberry eyes feat suga of bts,max suga,0.7137724550898205,0.609181141439206,0.0825201527365295,0.4567363271876697,0.0009674711437565,0.1183537031233678,0.3989473684210526,0.7625889284126278,0.6242419845343685,https://i.scdn.co/image/ab67616d0000b2734422aac0b636fc07c0f860c8,https://i.scdn.co/image/ab67616d00001e024422aac0b636fc07c0f860c8,Colour Vision,2020-09-18,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3,,4920
6sPBi0qLI6KM3yXX56NxsA,meia noite voc tem meu whatsapp,tarcsio do acordeon,0.6694610778443114,0.8211331679073615,0.0120916419176919,0.6891324538907222,0.0,0.1319335631463491,0.9357894736842104,0.8250333481547354,0.6248042612107692,https://i.scdn.co/image/ab67616d0000b273870a0344b45a5d1cadd87f7c,https://i.scdn.co/image/ab67616d00001e02870a0344b45a5d1cadd87f7c,Diferente dos Iguais,2020-12-17,https://open.spotify.com/track/6sPBi0qLI6KM3yXX56NxsA,,4921
6sn8WaooLLVhQvU96wtEAm,save that shit,lil peep,0.4598802395209582,0.5802315963606286,0.0059397539244802,0.0263507730596792,0.0,0.4191998328632613,0.1189473684210526,0.717068697198755,0.3583999903264227,https://i.scdn.co/image/ab67616d0000b27323e42a4144ea148068801e8f,https://i.scdn.co/image/ab67616d00001e0223e42a4144ea148068801e8f,Come Over When You're Sober (Part One),2017-08-14,https://open.spotify.com/track/6sn8WaooLLVhQvU96wtEAm,,4922
6stYbAJgTszHAHZMPxWWCY,ay mi dios,iamchino pitbull yandel el chacal,0.7317365269461079,0.8345740281224152,0.0476240984302078,0.1680017455263016,0.0,0.1768515616839026,0.8221052631578947,0.8690529124055135,0.2739738450655687,https://i.scdn.co/image/ab67616d0000b2731568fbc07414eb185c58ef62,https://i.scdn.co/image/ab67616d00001e021568fbc07414eb185c58ef62,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",2016-02-22,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,,4923
6t2ubAB4iSYOuIpRAOGd4t,cake  challenge version,flo rida 99 percent,0.761676646706587,0.8604218362282878,0.0308655070004242,0.0733330203195603,1.710388247639035e-06,0.1664055155123786,0.6894736842105263,0.8400400177856825,0.352843729405861,https://i.scdn.co/image/ab67616d0000b273b765afdf5f6a2bc83eb5f378,https://i.scdn.co/image/ab67616d00001e02b765afdf5f6a2bc83eb5f378,This Is A Challenge,2016-12-16,https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t,,4924
6t4rYZeShwJai1YSs0tWOQ,scars,sam smith,0.4994011976047904,0.3899917287014061,0.0794442087399236,0.7635796979427822,0.0001605456453305,0.1037292384832341,0.4199999999999999,0.6694642063139173,0.1854364294826449,https://i.scdn.co/image/ab67616d0000b273005cd7d0ae87b081601f6cca,https://i.scdn.co/image/ab67616d00001e02005cd7d0ae87b081601f6cca,The Thrill Of It All (Special Edition),2017-11-03,https://open.spotify.com/track/6t4rYZeShwJai1YSs0tWOQ,,4925
6tCssnvTUREcperDOUTqvA,wannabe,itzy,0.7892215568862277,0.9193548387096776,0.0408358082308018,0.0079904730062995,0.0001878279118572,0.1684947247466834,0.64,0.8355102267674521,0.4553655100695893,https://i.scdn.co/image/ab67616d0000b27386e407289831b784b58d4c5f,https://i.scdn.co/image/ab67616d00001e0286e407289831b784b58d4c5f,It'z Me,2020-03-09,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA,,4926
6tDDoYIxWvMLTdKpjFkc1B,telepata,kali uchis,0.6023952095808385,0.5192307692307693,0.0286380992787441,0.1126693344065272,0.0,0.1914760263240364,0.548421052631579,0.7075088928412627,0.2252250618202044,https://i.scdn.co/image/ab67616d0000b273044a5466dac00f7b3c570b99,https://i.scdn.co/image/ab67616d00001e02044a5466dac00f7b3c570b99,Sin Miedo (del Amor y Otros Demonios) ∞,2020-12-04,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B,,4927
6tNQ70jh4OwmPGpYy6R2o9,beautiful things,benson boone,0.3856287425149701,0.4644334160463192,0.0393508697496818,0.1519050441096399,0.0,0.1256659354434347,0.1968421052631578,0.7998832814584259,0.3525474761032413,https://i.scdn.co/image/ab67616d0000b273f85058b7e234523d2d2ef834,https://i.scdn.co/image/ab67616d00001e02f85058b7e234523d2d2ef834,Beautiful Things,2024-01-18,https://open.spotify.com/track/6tNQ70jh4OwmPGpYy6R2o9,,4928
6tTeRmhhuwDl5Y4UiJdHuO,attention with justin bieber,omah lay justin bieber,0.7988023952095809,0.7218775847808105,0.0612006788290199,0.1730319647190083,0.0007618048268625,0.09328319231171,0.3705263157894737,0.7320197865718097,0.4429954231887739,https://i.scdn.co/image/ab67616d0000b273e0e5c444b9713f8622d74e2f,https://i.scdn.co/image/ab67616d00001e02e0e5c444b9713f8622d74e2f,attention (with Justin Bieber),2022-03-03,https://open.spotify.com/track/6tTeRmhhuwDl5Y4UiJdHuO,,4929
6tUgfsOa8PLkoede5nOR7D,lemon,nerd rihanna pharrell williams,0.9209580838323356,0.7322167080231596,0.068731438268986,0.001944149536666,8.929695697796433e-05,0.0849263553744907,0.1652631578947368,0.7751778568252556,0.2921783082122625,https://i.scdn.co/image/ab67616d0000b273de957b01b61a40d7c12af030,https://i.scdn.co/image/ab67616d00001e02de957b01b61a40d7c12af030,Lemon,2017-11-01,https://open.spotify.com/track/6tUgfsOa8PLkoede5nOR7D,,4930
6tZ3b7ik1QDXFAZlXib0YZ,kevins heart,j cole,0.8131736526946108,0.522332506203474,0.3646584641493424,0.4849055546668276,0.0,0.638566802465267,0.4663157894736841,0.7734270787016451,0.4193556188368731,https://i.scdn.co/image/ab67616d0000b273cf0f0affd0138a7442f13706,https://i.scdn.co/image/ab67616d00001e02cf0f0affd0138a7442f13706,KOD,2018-04-20,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ,,4931
6tarvNiKnEjYMj1VZhlDqR,66,lil yachty trippie redd,0.6191616766467067,0.7249793217535153,0.2617734408145948,0.0457674191435273,0.000202518363064,0.2019220724955604,0.2305263157894736,0.838289239662072,0.6127001977037345,https://i.scdn.co/image/ab67616d0000b2732dd3f11b04f31d9acd49015b,https://i.scdn.co/image/ab67616d00001e022dd3f11b04f31d9acd49015b,Lil Boat 2,2018-03-09,https://open.spotify.com/track/6tarvNiKnEjYMj1VZhlDqR,,4932
6th8IdY4lYeM0QlSQJhhkp,lost in the citadel,lil nas x,0.740119760479042,0.7673697270471465,0.0066822231650403,0.096874446141428,1.080797481636936e-05,0.098506215397472,0.4631578947368421,0.7963261449533126,0.2796087038011113,https://i.scdn.co/image/ab67616d0000b273f27e4bdc58ebe249a6b90da0,https://i.scdn.co/image/ab67616d00001e02f27e4bdc58ebe249a6b90da0,MONTERO,2021-09-17,https://open.spotify.com/track/6th8IdY4lYeM0QlSQJhhkp,,4933
6tjituizSxwSmBB5vtgHZE,holly jolly christmas,michael bubl,0.5952095808383234,0.4582299421009098,0.0207891387356809,0.8702203448281656,0.0,0.0715554162749399,0.7021052631578947,0.7271843041351711,0.6320050302601588,https://i.scdn.co/image/ab67616d0000b27395517befb15ad5d63af701ab,https://i.scdn.co/image/ab67616d00001e0295517befb15ad5d63af701ab,Christmas,2011-10-24,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE,,4934
6tpHfEM8eaETzlPOARYWfZ,drug addicts,lil pump,0.9377245508982038,0.4820099255583126,0.1334323292320746,0.0106564891784341,0.0011227701993704,0.0794944113652982,0.1873684210526315,0.698866162738995,0.5764605590118441,https://i.scdn.co/image/ab67616d0000b2737d5b80232e0ca669e2a63c42,https://i.scdn.co/image/ab67616d00001e027d5b80232e0ca669e2a63c42,Drug Addicts,2018-07-06,https://open.spotify.com/track/6tpHfEM8eaETzlPOARYWfZ,,4935
6tsOcBnaKgzK22yEiqRh8P,monopoly with victoria mont,ariana grande victoria mont,0.888622754491018,0.5016542597187759,0.3763258379295714,0.7082472868230079,3.29485834207765e-05,0.09328319231171,0.6978947368421052,0.7279068474877723,0.5879237480274973,https://i.scdn.co/image/ab67616d0000b2737eff60e72e37142e98e986f3,https://i.scdn.co/image/ab67616d00001e027eff60e72e37142e98e986f3,MONOPOLY,2019-04-01,https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P,,4936
6tvQzeCPwOytDlBYCIOY0n,breathe feat ina wroldsen,jax jones ina wroldsen,0.6850299401197606,0.7466914805624483,0.0138947815019092,0.0235338503117634,0.0001647429171038,0.1287997492948919,0.688421052631579,0.804663183637172,0.4792471538521998,https://i.scdn.co/image/ab67616d0000b273242e97b0767265f5c3cf0277,https://i.scdn.co/image/ab67616d00001e02242e97b0767265f5c3cf0277,Breathe,2017-12-01,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n,,4937
